iter	RMSE
530	20.46229499
531	20.4604843
532	20.4588439
533	20.4574362
534	20.45656112
535	20.45483012
536	20.45367593
537	20.45250199
538	20.45029378
539	20.44948216
540	20.44828567
541	20.44758883
542	20.44563461
543	20.44479628
544	20.44381274
545	20.44255803
546	20.44128747
547	20.44061706
548	20.44009178
549	20.43904816
550	20.43828219
551	20.43774551
552	20.43708695
553	20.43589755
554	20.43457563
555	20.43322309
556	20.43193527
557	20.43129734
558	20.42940465
559	20.42776427
560	20.42687213
561	20.42461654
562	20.42349499
563	20.42234471
564	20.42189049
565	20.42039211
566	20.41965907
567	20.4188635
568	20.41810482
569	20.41710431
570	20.41505125
571	20.41356514
572	20.41194399
573	20.41057039
574	20.40947399
575	20.40776438
576	20.40672883
577	20.40612317
578	20.40579567
579	20.40264124
580	20.40095782
581	20.40013628
582	20.39878232
583	20.39773279
584	20.39640554
585	20.39585377
586	20.39433792
587	20.39393719
588	20.39148898
589	20.39109221
590	20.3907294
591	20.38977583
592	20.3889738
593	20.38819821
594	20.38684632
595	20.38573889
596	20.38511095
597	20.38420225
598	20.3820712
599	20.38146775
600	20.38057201
601	20.3781053
602	20.37743746
603	20.3761013
604	20.37553764
605	20.37434776
606	20.37356331
607	20.37272727
608	20.37108726
609	20.369994
610	20.36889907
611	20.3675285
612	20.36628606
613	20.36490516
614	20.36366693
615	20.36278527
616	20.36245688
617	20.36132716
618	20.36053839
619	20.35984176
620	20.35884391
621	20.35746824
622	20.35670895
623	20.35604726
624	20.35477971
625	20.35379164
626	20.3530326
627	20.35176882
628	20.3506336
629	20.34944811
630	20.34911132
631	20.34829451
632	20.34666464
633	20.34528994
634	20.34308997
635	20.3425008
636	20.34056854
637	20.34018912
638	20.33962425
639	20.33869631
640	20.33742193
641	20.3363102
642	20.33391295
643	20.33284357
644	20.33135811
645	20.3303308
646	20.32917557
647	20.3284907
648	20.32815647
649	20.32688535
650	20.32616713
651	20.3247082
652	20.32416916
653	20.32382562
654	20.32326722
655	20.32276813
656	20.32211669
657	20.32149781
658	20.320396
659	20.3198071
660	20.31916072
661	20.31890011
662	20.31844633
663	20.31739302
664	20.31665486
665	20.31613348
666	20.31442984
667	20.31357698
668	20.31295851
669	20.31195052
670	20.31151514
671	20.30943144
672	20.30924778
673	20.3080878
674	20.30580437
675	20.30420571
676	20.30371936
677	20.30282514
678	20.30224409
679	20.30137427
680	20.29885823
681	20.29736556
682	20.29614958
683	20.2933927
684	20.29157479
685	20.29081809
686	20.29051922
687	20.2896971
688	20.28874072
689	20.28799864
690	20.28739103
691	20.28670122
692	20.28339945
693	20.28231032
694	20.28164212
695	20.28066432
696	20.27949998
697	20.27823849
698	20.27538185
699	20.2743806
700	20.27356949
701	20.27212186
702	20.27115987
703	20.27050484
704	20.27002471
705	20.26897251
706	20.26880642
707	20.2683864
708	20.26732094
709	20.26710141
710	20.26589223
711	20.2642641
712	20.26369007
713	20.26306517
714	20.26256045
715	20.26199921
716	20.26150717
717	20.26068508
718	20.26015272
719	20.2596882
720	20.25824492
721	20.25782927
722	20.25717539
723	20.25646818
724	20.25595404
725	20.25491121
726	20.2541535
727	20.25206077
728	20.25101533
729	20.2504507
730	20.2497834
731	20.24803935
732	20.24768873
733	20.247512
734	20.24679775
735	20.24570245
736	20.24516549
737	20.24482945
738	20.24391603
739	20.24330791
740	20.24175893
741	20.24108262
742	20.24003272
743	20.23849662
744	20.23671146
745	20.23614553
746	20.23532531
747	20.23489395
748	20.23386667
749	20.23226667
750	20.23203735
751	20.23115519
752	20.23025791
753	20.22926882
754	20.22906071
755	20.22886159
756	20.22836576
757	20.22639043
758	20.22595777
759	20.22474702
760	20.22424348
761	20.22289037
762	20.22266913
763	20.22220326
764	20.22149751
765	20.22042066
766	20.21991925
767	20.21949646
768	20.21930911
769	20.21801891
770	20.21749125
771	20.21715082
772	20.21643163
773	20.2160307
774	20.21501549
775	20.21468231
776	20.21444782
777	20.21383828
778	20.21309167
779	20.21228489
780	20.21157699
781	20.2108847
782	20.21038151
783	20.20949481
784	20.20888583
785	20.20802788
786	20.20681219
787	20.20612651
788	20.20534738
789	20.20478129
790	20.20403151
791	20.20326806
792	20.20181203
793	20.20155117
794	20.20071056
795	20.2003063
796	20.19938125
797	20.19885356
798	20.19868977
799	20.19766745
800	20.19744563
801	20.19632116
802	20.19592487
803	20.19544528
804	20.19496736
805	20.19393599
806	20.19311172
807	20.19260891
808	20.19165665
809	20.18982555
810	20.1892387
811	20.1886955
812	20.18811197
813	20.18757612
814	20.18716622
815	20.18626362
816	20.18531401
817	20.18513929
818	20.18447241
819	20.18375492
820	20.18314172
821	20.18286616
822	20.18263981
823	20.18198407
824	20.18059133
825	20.17987683
826	20.17957395
827	20.17905295
828	20.17790606
829	20.17635733
830	20.17460395
831	20.1736166
832	20.17298207
833	20.17269245
834	20.17219562
835	20.1712169
836	20.1696517
837	20.16907828
838	20.16740446
839	20.16704389
840	20.16605131
841	20.16484742
842	20.16391131
843	20.16363237
844	20.16326241
845	20.16224584
846	20.16147701
847	20.15939458
848	20.1592164
849	20.15883993
850	20.15844589
851	20.15787206
852	20.15723518
853	20.15629278
854	20.1550834
855	20.15498984
856	20.15438303
857	20.15388901
858	20.15296695
859	20.15166835
860	20.15115493
861	20.14988878
862	20.14943743
863	20.14822585
864	20.1473017
865	20.14541413
866	20.14398931
867	20.14300673
868	20.14171038
869	20.14133053
870	20.13966414
871	20.13902189
872	20.13870589
873	20.13833747
874	20.1376192
875	20.13743918
876	20.13541573
877	20.13519411
878	20.13493099
879	20.13430597
880	20.13395379
881	20.13273347
882	20.13180521
883	20.13135083
884	20.1300811
885	20.1286538
886	20.12824195
887	20.12807174
888	20.12781785
889	20.12578378
890	20.12478091
891	20.12320984
892	20.12119738
893	20.11988868
894	20.11955604
895	20.11898598
896	20.11824277
897	20.11719946
898	20.11671185
899	20.1165193
900	20.11643075
901	20.11605158
902	20.11559593
903	20.11487813
904	20.11380632
905	20.11344864
906	20.11269478
907	20.11205082
908	20.11158763
909	20.11104459
910	20.11066535
911	20.1101994
912	20.1097949
913	20.10939805
914	20.1081247
915	20.10769547
916	20.1074749
917	20.10653953
918	20.10485019
919	20.10465698
920	20.10304635
921	20.10242024
922	20.10156055
923	20.10099057
924	20.10031787
925	20.09729796
926	20.09653403
927	20.09638049
928	20.0956595
929	20.09458899
930	20.09285995
931	20.09141577
932	20.09016457
933	20.08930362
934	20.08874879
935	20.08733693
936	20.0869583
937	20.08643529
938	20.08608012
939	20.08521707
940	20.08455782
941	20.08374684
942	20.0830982
943	20.08272813
944	20.08193189
945	20.08098288
946	20.08033696
947	20.07916398
948	20.07811399
949	20.07764783
950	20.07660044
951	20.07575754
952	20.0756539
953	20.07449433
954	20.07410803
955	20.07361053
956	20.07304506
957	20.07174643
958	20.07057763
959	20.07050669
960	20.06922974
961	20.06813414
962	20.06687272
963	20.06649783
964	20.06608037
965	20.06540817
966	20.06480126
967	20.0641237
968	20.06369845
969	20.06346416
970	20.06306838
971	20.06278646
972	20.06227724
973	20.06099864
974	20.06077568
975	20.05978388
976	20.05909978
977	20.05797162
978	20.05783838
979	20.0574122
980	20.05683083
981	20.05547781
982	20.05528091
983	20.05459683
984	20.05384814
985	20.05341932
986	20.05311883
987	20.05270756
988	20.05125523
989	20.05112027
990	20.05033454
991	20.05001144
992	20.04941105
993	20.04892568
994	20.04820757
995	20.04737212
996	20.04591266
997	20.04433435
998	20.04360063
999	20.04165518
1000	20.04118875
1001	20.04045259
1002	20.04002294
1003	20.03932446
1004	20.03895154
1005	20.03847099
1006	20.03832721
1007	20.03562948
1008	20.03481731
1009	20.03458273
1010	20.03384318
1011	20.03273695
1012	20.03137372
1013	20.03082762
1014	20.03013496
1015	20.02977514
1016	20.02875731
1017	20.02854172
1018	20.02809097
1019	20.02710559
1020	20.02628081
1021	20.02353743
1022	20.02273542
1023	20.02102475
1024	20.02022968
1025	20.01978482
1026	20.0192662
1027	20.01862037
1028	20.01607475
1029	20.01571081
1030	20.01511836
1031	20.01385883
1032	20.01329823
1033	20.01149731
1034	20.0110976
1035	20.00968495
1036	20.00896584
1037	20.00815285
1038	20.00754825
1039	20.00680188
1040	20.00479646
1041	20.00390654
1042	20.00362677
1043	20.00144317
1044	20.00118381
1045	20.0005649
1046	19.99969925
1047	19.99865698
1048	19.99773001
1049	19.99684043
1050	19.99665879
1051	19.99625623
1052	19.99602351
1053	19.9956315
1054	19.99488657
1055	19.99352358
1056	19.99264951
1057	19.99154176
1058	19.99076235
1059	19.98973687
1060	19.9893158
1061	19.98838835
1062	19.98729084
1063	19.98610354
1064	19.9854781
1065	19.98507844
1066	19.98427251
1067	19.98375473
1068	19.98312883
1069	19.98300499
1070	19.98244943
1071	19.98114789
1072	19.98071302
1073	19.97843352
1074	19.97814806
1075	19.9774095
1076	19.97674129
1077	19.97542254
1078	19.97427149
1079	19.97411057
1080	19.97361535
1081	19.97289946
1082	19.97164434
1083	19.96976563
1084	19.96850675
1085	19.96736042
1086	19.96424816
1087	19.96227171
1088	19.96082614
1089	19.95993098
1090	19.95908909
1091	19.95831048
1092	19.9574668
1093	19.9572034
1094	19.95651675
1095	19.95584541
1096	19.95519421
1097	19.95414962
1098	19.95372804
1099	19.95336809
1100	19.95272437
1101	19.95211106
1102	19.9517524
1103	19.95111769
1104	19.94968085
1105	19.94910322
1106	19.94848553
1107	19.94770667
1108	19.94743851
1109	19.94682316
1110	19.9433533
1111	19.94241966
1112	19.94219773
1113	19.94172131
1114	19.94121731
1115	19.94068909
1116	19.94033625
1117	19.93886559
1118	19.93852513
1119	19.93617408
1120	19.93531066
1121	19.9349165
1122	19.93385571
1123	19.93322764
1124	19.93126128
1125	19.93051411
1126	19.92887416
1127	19.92860011
1128	19.9279755
1129	19.92751362
1130	19.9274181
1131	19.92687886
1132	19.92536349
1133	19.92289673
1134	19.92066626
1135	19.9181754
1136	19.91743355
1137	19.91733351
1138	19.91703831
1139	19.91672141
1140	19.91622866
1141	19.91563872
1142	19.91462569
1143	19.91364089
1144	19.91344548
1145	19.91177106
1146	19.91058926
1147	19.90960798
1148	19.90910665
1149	19.9088995
1150	19.9080273
1151	19.90703923
1152	19.90634414
1153	19.90404651
1154	19.90369852
1155	19.90283475
1156	19.9018203
1157	19.90123177
1158	19.90046758
1159	19.89962934
1160	19.89844503
1161	19.89568866
1162	19.89473962
1163	19.89429174
1164	19.89326569
1165	19.89162776
1166	19.89011012
1167	19.88935696
1168	19.88839538
1169	19.88665688
1170	19.88614537
1171	19.88519159
1172	19.88479005
1173	19.88243966
1174	19.88010104
1175	19.87815093
1176	19.87663381
1177	19.87630324
1178	19.87581393
1179	19.87473089
1180	19.87321545
1181	19.87283868
1182	19.87182616
1183	19.870451
1184	19.87020873
1185	19.86965259
1186	19.86749322
1187	19.86632014
1188	19.8654621
1189	19.86349513
1190	19.86155739
1191	19.86134714
1192	19.8608187
1193	19.86041246
1194	19.85802957
1195	19.85592807
1196	19.85482698
1197	19.85433314
1198	19.85391412
1199	19.85357196
1200	19.85295695
1201	19.85182012
1202	19.85150327
1203	19.84931224
1204	19.84802805
1205	19.84557785
1206	19.84409605
1207	19.8423355
1208	19.8411417
1209	19.84016639
1210	19.83964437
1211	19.83897433
1212	19.83852575
1213	19.83755574
1214	19.83694701
1215	19.83397641
1216	19.83288343
1217	19.82993827
1218	19.82915902
1219	19.82598251
1220	19.82459979
1221	19.82317865
1222	19.82180243
1223	19.82019077
1224	19.81882003
1225	19.81774988
1226	19.81585343
1227	19.81524379
1228	19.81324428
1229	19.81282559
1230	19.81129358
1231	19.80883713
1232	19.80746495
1233	19.80621908
1234	19.80555255
1235	19.80428098
1236	19.80274131
1237	19.80199028
1238	19.79968426
1239	19.79923168
1240	19.79824187
1241	19.7979266
1242	19.79728525
1243	19.79666283
1244	19.79525975
1245	19.79368648
1246	19.79151575
1247	19.79108459
1248	19.78999514
1249	19.78931586
1250	19.78820843
1251	19.78710924
1252	19.7853223
1253	19.7844522
1254	19.78295888
1255	19.78230121
1256	19.78064339
1257	19.77893481
1258	19.77770372
1259	19.77589493
1260	19.77417933
1261	19.77299904
1262	19.77221774
1263	19.77115894
1264	19.7704289
1265	19.76885744
1266	19.76716047
1267	19.7665946
1268	19.76475691
1269	19.76147777
1270	19.75934731
1271	19.75865051
1272	19.75690852
1273	19.75606859
1274	19.75437052
1275	19.75336976
1276	19.7526861
1277	19.75056599
1278	19.74916092
1279	19.74845801
1280	19.74695899
1281	19.74529909
1282	19.74359721
1283	19.74240898
1284	19.74031166
1285	19.73753894
1286	19.7359376
1287	19.73418632
1288	19.7328766
1289	19.73116351
1290	19.7306117
1291	19.7300651
1292	19.72723979
1293	19.72416072
1294	19.72246034
1295	19.72035477
1296	19.7195712
1297	19.71716691
1298	19.71418212
1299	19.71251226
1300	19.71140935
1301	19.7086081
1302	19.70558829
1303	19.70465744
1304	19.70136756
1305	19.70003114
1306	19.69787519
1307	19.69662731
1308	19.69435848
1309	19.69161409
1310	19.68953743
1311	19.68833019
1312	19.68698248
1313	19.68518974
1314	19.68412576
1315	19.68213808
1316	19.67978248
1317	19.67777538
1318	19.67574493
1319	19.67436179
1320	19.67118874
1321	19.67052524
1322	19.66927247
1323	19.66752807
1324	19.66679223
1325	19.66474008
1326	19.66217628
1327	19.6605774
1328	19.65970857
1329	19.65795373
1330	19.65538887
1331	19.65403763
1332	19.65277738
1333	19.65170729
1334	19.64968904
1335	19.64753139
1336	19.64530223
1337	19.64341742
1338	19.64176045
1339	19.64087592
1340	19.63988743
1341	19.63712821
1342	19.63537471
1343	19.63362558
1344	19.63296883
1345	19.63104131
1346	19.6302148
1347	19.62797764
1348	19.62619334
1349	19.62421915
1350	19.62225369
1351	19.6188319
1352	19.61724343
1353	19.61495745
1354	19.61101153
1355	19.60957922
1356	19.60725174
1357	19.60557709
1358	19.60412877
1359	19.60205232
1360	19.60058741
1361	19.59805227
1362	19.59737923
1363	19.5948113
1364	19.59351401
1365	19.59123517
1366	19.58915853
1367	19.58776752
1368	19.58573407
1369	19.58375918
1370	19.5816834
1371	19.5794473
1372	19.57856298
1373	19.57695966
1374	19.5753092
1375	19.57358458
1376	19.57172327
1377	19.56956089
1378	19.56752458
1379	19.56467323
1380	19.56306439
1381	19.5613986
1382	19.56016865
1383	19.55680384
1384	19.55475655
1385	19.5523672
1386	19.5499001
1387	19.54821442
1388	19.54583899
1389	19.54497886
1390	19.54216448
1391	19.53955817
1392	19.53767082
1393	19.53469107
1394	19.53255127
1395	19.53043256
1396	19.52912927
1397	19.52598203
1398	19.52428019
1399	19.52170722
1400	19.51887937
1401	19.51725631
1402	19.51544068
1403	19.51297772
1404	19.51159043
1405	19.51052029
1406	19.50776901
1407	19.50651035
1408	19.50415776
1409	19.50170432
1410	19.49923903
1411	19.49741792
1412	19.49521799
1413	19.49241055
1414	19.48939806
1415	19.48663883
1416	19.48498968
1417	19.48234218
1418	19.48133394
1419	19.47926054
1420	19.47761701
1421	19.47554244
1422	19.47300152
1423	19.47036419
1424	19.46719448
1425	19.46431925
1426	19.46176107
1427	19.45925141
1428	19.45682594
1429	19.45479029
1430	19.45187827
1431	19.4498388
1432	19.44751154
1433	19.44431049
1434	19.44252871
1435	19.44031982
1436	19.43810373
1437	19.4360445
1438	19.43318832
1439	19.43134981
1440	19.42876225
1441	19.42667072
1442	19.42510396
1443	19.42331089
1444	19.42198196
1445	19.42115762
1446	19.41847931
1447	19.41572218
1448	19.41289456
1449	19.41047912
1450	19.40895052
1451	19.40678691
1452	19.40468105
1453	19.40280129
1454	19.40103406
1455	19.39909445
1456	19.39721697
1457	19.3955419
1458	19.39273766
1459	19.38988655
1460	19.38809496
1461	19.38658497
1462	19.38348577
1463	19.38059552
1464	19.37897357
1465	19.37742835
1466	19.37468335
1467	19.37222457
1468	19.37078098
1469	19.36834995
1470	19.36589517
1471	19.36400297
1472	19.36161959
1473	19.35909949
1474	19.35674834
1475	19.35487646
1476	19.35355168
1477	19.3518849
1478	19.34863128
1479	19.34695793
1480	19.34354919
1481	19.34135469
1482	19.33964015
1483	19.33735608
1484	19.33499248
1485	19.33252691
1486	19.33046749
1487	19.32864425
1488	19.32583742
1489	19.32385198
1490	19.3204727
1491	19.31800425
1492	19.31705957
1493	19.31595088
1494	19.31429297
1495	19.31139721
1496	19.30849277
1497	19.30672843
1498	19.30377745
1499	19.30218008
1500	19.30089406
1501	19.29858267
1502	19.29675854
1503	19.29502474
1504	19.29231387
1505	19.2890314
1506	19.28775257
1507	19.28514364
1508	19.28310097
1509	19.28047143
1510	19.27779775
1511	19.27626318
1512	19.27408451
1513	19.27193102
1514	19.26953908
1515	19.26701557
1516	19.26481419
1517	19.26190868
1518	19.25907598
1519	19.25778701
1520	19.25587904
1521	19.25330867
1522	19.25150917
1523	19.24935221
1524	19.24775131
1525	19.24589514
1526	19.24401873
1527	19.24165617
1528	19.23852297
1529	19.23622599
1530	19.23400455
1531	19.23118824
1532	19.22893365
1533	19.22663446
1534	19.22388253
1535	19.22269797
1536	19.2213148
1537	19.21894427
1538	19.21649143
1539	19.21531295
1540	19.21314036
1541	19.21102944
1542	19.20925711
1543	19.20664363
1544	19.20543669
1545	19.20396101
1546	19.20179971
1547	19.19910276
1548	19.19695137
1549	19.19424143
1550	19.19182011
1551	19.18964201
1552	19.18755088
1553	19.18553511
1554	19.18441828
1555	19.18161894
1556	19.17888925
1557	19.17651303
1558	19.1745972
1559	19.17189828
1560	19.1692309
1561	19.16785911
1562	19.16616765
1563	19.16406952
1564	19.16237425
1565	19.15969956
1566	19.15803587
1567	19.15522167
1568	19.15329213
1569	19.15184402
1570	19.14934455
1571	19.14689648
1572	19.14449797
1573	19.14223218
1574	19.14024224
1575	19.13873382
1576	19.13666947
1577	19.13444285
1578	19.13295473
1579	19.13165385
1580	19.12958089
1581	19.12813362
1582	19.12538305
1583	19.1231342
1584	19.12068488
1585	19.11838899
1586	19.11691879
1587	19.11545574
1588	19.11276771
1589	19.11034549
1590	19.10884013
1591	19.10582679
1592	19.10433025
1593	19.1027029
1594	19.10092423
1595	19.09992682
1596	19.09781259
1597	19.09555157
1598	19.09431011
1599	19.09211168
1600	19.09017509
1601	19.08730152
1602	19.08582581
1603	19.08249019
1604	19.08119087
1605	19.07865963
1606	19.07778504
1607	19.0764802
1608	19.07498488
1609	19.0727119
1610	19.07058896
1611	19.06849138
1612	19.06603348
1613	19.06363551
1614	19.06151075
1615	19.05897175
1616	19.05637721
1617	19.05438675
1618	19.05259047
1619	19.05154084
1620	19.04927797
1621	19.04706804
1622	19.04559552
1623	19.04424116
1624	19.04172808
1625	19.03921572
1626	19.03675246
1627	19.03508666
1628	19.03386987
1629	19.03261272
1630	19.03031484
1631	19.02836604
1632	19.02697244
1633	19.02542169
1634	19.02401752
1635	19.02221981
1636	19.0204588
1637	19.01901333
1638	19.01689747
1639	19.01591036
1640	19.01379067
1641	19.01187004
1642	19.0099872
1643	19.00856866
1644	19.00651221
1645	19.00457766
1646	19.00277364
1647	19.00108999
1648	18.99842003
1649	18.99731885
1650	18.99551765
1651	18.99368867
1652	18.99198806
1653	18.99077268
1654	18.9898931
1655	18.98818063
1656	18.98648055
1657	18.98528268
1658	18.98208303
1659	18.9793965
1660	18.97733778
1661	18.97571714
1662	18.97470985
1663	18.97349154
1664	18.97171193
