iter	Passed	Remaining
1664	46312	9318
1665	46338	9289
1666	46369	9262
1667	46396	9234
1668	46425	9207
1669	46451	9179
1670	46477	9150
1671	46502	9122
1672	46533	9095
1673	46561	9067
1674	46585	9038
1675	46609	9010
1676	46634	8982
1677	46660	8953
1678	46686	8925
1679	46713	8897
1680	46739	8869
1681	46766	8841
1682	46791	8813
1683	46814	8784
1684	46840	8756
1685	46865	8728
1686	46890	8699
1687	46915	8671
1688	46940	8643
1689	46965	8615
1690	46993	8587
1691	47015	8558
1692	47038	8529
1693	47062	8501
1694	47086	8472
1695	47116	8445
1696	47150	8418
1697	47183	8391
1698	47208	8363
1699	47234	8335
1700	47260	8307
1701	47283	8278
1702	47306	8250
1703	47332	8222
1704	47368	8195
1705	47400	8168
1706	47425	8140
1707	47450	8112
1708	47470	8082
1709	47493	8054
1710	47516	8025
1711	47542	7997
1712	47569	7969
1713	47594	7941
1714	47620	7913
1715	47643	7885
1716	47669	7856
1717	47691	7828
1718	47715	7799
1719	47739	7771
1720	47762	7742
1721	47789	7715
1722	47814	7686
1723	47841	7659
1724	47868	7631
1725	47892	7602
1726	47912	7573
1727	47934	7545
1728	47959	7517
1729	47983	7488
1730	48011	7460
1731	48036	7432
1732	48060	7404
1733	48087	7376
1734	48113	7348
1735	48143	7321
1736	48166	7292
1737	48193	7265
1738	48220	7237
1739	48245	7209
1740	48272	7181
1741	48297	7153
1742	48322	7124
1743	48346	7096
1744	48370	7068
1745	48395	7040
1746	48420	7012
1747	48445	6984
1748	48473	6956
1749	48500	6928
1750	48526	6900
1751	48555	6873
1752	48585	6845
1753	48619	6818
1754	48646	6791
1755	48673	6763
1756	48704	6735
1757	48734	6708
1758	48760	6680
1759	48785	6652
1760	48811	6624
1761	48837	6596
1762	48865	6569
1763	48895	6541
1764	48921	6513
1765	48948	6485
1766	48975	6458
1767	49001	6430
1768	49024	6401
1769	49047	6373
1770	49070	6345
1771	49094	6316
1772	49117	6288
1773	49143	6260
1774	49168	6232
1775	49194	6204
1776	49219	6176
1777	49243	6148
1778	49266	6120
1779	49285	6091
1780	49306	6062
1781	49332	6035
1782	49355	6006
1783	49384	5979
1784	49410	5951
1785	49432	5923
1786	49455	5894
1787	49479	5866
1788	49504	5838
1789	49530	5810
1790	49549	5782
1791	49572	5753
1792	49597	5725
1793	49622	5697
1794	49647	5670
1795	49670	5641
1796	49695	5613
1797	49720	5585
1798	49742	5557
1799	49765	5529
1800	49789	5501
1801	49813	5473
1802	49838	5445
1803	49862	5417
1804	49886	5389
1805	49911	5361
1806	49937	5333
1807	49964	5305
1808	49997	5278
1809	50037	5252
1810	50072	5225
1811	50104	5198
1812	50128	5170
1813	50156	5142
1814	50189	5115
1815	50222	5088
1816	50249	5060
1817	50273	5032
1818	50296	5004
1819	50321	4976
1820	50346	4948
1821	50372	4921
1822	50396	4893
1823	50421	4865
1824	50450	4837
1825	50476	4809
1826	50502	4782
1827	50525	4754
1828	50548	4725
1829	50574	4698
1830	50600	4670
1831	50627	4642
1832	50657	4615
1833	50682	4587
1834	50710	4559
1835	50735	4531
1836	50760	4504
1837	50783	4476
1838	50810	4448
1839	50837	4420
1840	50866	4393
1841	50894	4365
1842	50918	4337
1843	50945	4309
1844	50969	4282
1845	50992	4253
1846	51014	4225
1847	51038	4197
1848	51064	4170
1849	51088	4142
1850	51113	4114
1851	51138	4086
1852	51163	4058
1853	51190	4031
1854	51219	4003
1855	51245	3975
1856	51271	3948
1857	51302	3920
1858	51331	3893
1859	51356	3865
1860	51383	3837
1861	51411	3810
1862	51439	3782
1863	51466	3755
1864	51501	3728
1865	51535	3700
1866	51567	3673
1867	51591	3645
1868	51612	3617
1869	51641	3590
1870	51662	3561
1871	51688	3534
1872	51708	3506
1873	51729	3478
1874	51750	3450
1875	51778	3422
1876	51797	3394
1877	51815	3366
1878	51834	3337
1879	51852	3309
1880	51876	3281
1881	51920	3255
1882	51959	3228
1883	51989	3201
1884	52018	3173
1885	52045	3145
1886	52072	3118
1887	52098	3090
1888	52130	3063
1889	52165	3036
1890	52188	3008
1891	52215	2980
1892	52238	2952
1893	52261	2924
1894	52287	2897
1895	52312	2869
1896	52345	2842
1897	52377	2814
1898	52409	2787
1899	52437	2759
1900	52464	2732
1901	52492	2704
1902	52524	2677
1903	52553	2649
1904	52580	2622
1905	52608	2594
1906	52635	2566
1907	52659	2539
1908	52686	2511
1909	52711	2483
1910	52735	2456
1911	52766	2428
1912	52796	2401
1913	52824	2373
1914	52848	2345
1915	52872	2318
1916	52898	2290
1917	52921	2262
1918	52951	2235
1919	52983	2207
1920	53014	2180
1921	53043	2152
1922	53070	2125
1923	53097	2097
1924	53125	2069
1925	53155	2042
1926	53186	2014
1927	53222	1987
1928	53252	1960
1929	53278	1932
1930	53305	1904
1931	53331	1877
1932	53356	1849
1933	53384	1821
1934	53411	1794
1935	53439	1766
1936	53466	1738
1937	53493	1711
1938	53523	1683
1939	53548	1656
1940	53575	1628
1941	53600	1600
1942	53630	1573
1943	53656	1545
1944	53685	1518
1945	53713	1490
1946	53738	1462
1947	53766	1435
1948	53794	1407
1949	53821	1380
1950	53846	1352
1951	53871	1324
1952	53897	1297
1953	53922	1269
1954	53946	1241
1955	53970	1214
1956	53994	1186
1957	54018	1158
1958	54044	1131
1959	54067	1103
1960	54092	1075
1961	54119	1048
1962	54147	1020
1963	54171	992
1964	54197	965
1965	54222	937
1966	54248	910
1967	54275	882
1968	54305	854
1969	54331	827
1970	54357	799
1971	54382	772
1972	54406	744
1973	54431	716
1974	54455	689
1975	54481	661
1976	54508	634
1977	54537	606
1978	54566	579
1979	54589	551
1980	54612	523
1981	54637	496
1982	54661	468
1983	54691	441
1984	54723	413
1985	54763	386
1986	54789	358
1987	54815	330
1988	54841	303
1989	54868	275
1990	54895	248
1991	54926	220
1992	54951	193
1993	54977	165
1994	55001	137
1995	55029	110
1996	55057	82
1997	55085	55
1998	55112	27
1999	55140	0
