mid,date,venue,bat_team,bowl_team,batsman,bowler,runs,wickets,overs,runs_last_5,wickets_last_5,striker,non-striker,score_difference,total
1387,11/02/2017,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators,Babar Azam,NLTC Perera,119,4,16.2,43,2,35,14,40,159
1387,11/02/2017,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators,Shoaib Malik,NLTC Perera,120,4,16.3,43,2,35,15,39,159
1387,11/02/2017,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators,Babar Azam,NLTC Perera,122,4,16.4,43,2,37,15,37,159
1387,11/02/2017,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators,Babar Azam,NLTC Perera,123,4,16.5,44,1,38,15,36,159
1387,11/02/2017,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators,Shoaib Malik,NLTC Perera,123,5,16.6,43,2,38,15,36,159
1387,11/02/2017,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators,RS Bopara,Anwar Ali,123,5,17.1,42,2,38,0,36,159
1387,11/02/2017,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators,RS Bopara,Anwar Ali,123,5,17.2,41,2,38,0,36,159
1387,11/02/2017,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators,RS Bopara,Anwar Ali,127,5,17.3,44,2,38,4,32,159
1387,11/02/2017,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators,RS Bopara,Anwar Ali,128,5,17.4,44,2,38,5,31,159
1387,11/02/2017,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators,Babar Azam,Anwar Ali,132,5,17.5,47,2,42,5,27,159
1387,11/02/2017,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators,Babar Azam,Anwar Ali,134,5,17.6,48,2,44,5,25,159
1387,11/02/2017,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators,RS Bopara,NLTC Perera,135,5,18.1,48,2,44,6,24,159
1387,11/02/2017,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators,Babar Azam,NLTC Perera,141,5,18.2,54,2,50,6,18,159
1387,11/02/2017,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators,Babar Azam,NLTC Perera,141,6,18.3,54,3,50,6,18,159
1387,11/02/2017,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators,RS Bopara,NLTC Perera,145,6,18.4,58,3,10,0,14,159
1387,11/02/2017,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators,RS Bopara,NLTC Perera,147,6,18.5,60,3,12,0,12,159
1387,11/02/2017,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators,RS Bopara,NLTC Perera,151,6,18.6,64,3,16,0,8,159
1387,11/02/2017,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators,Imad Wasim,TS Mills,152,6,19.1,59,3,16,1,7,159
1387,11/02/2017,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators,RS Bopara,TS Mills,152,7,19.2,55,4,16,1,7,159
1387,11/02/2017,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators,Sohail Khan,TS Mills,153,7,19.3,56,3,1,1,6,159
1387,11/02/2017,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators,Imad Wasim,TS Mills,157,7,19.4,54,3,5,1,2,159
1387,11/02/2017,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators,Imad Wasim,TS Mills,158,7,19.5,54,3,6,1,1,159
1387,11/02/2017,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators,Sohail Khan,TS Mills,159,8,19.6,54,4,6,2,0,159
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,JJ Roy,Mohammad Asghar,0,0,0.1,0,0,0,0,59,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,JJ Roy,Mohammad Asghar,4,0,0.2,4,0,4,0,55,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,JJ Roy,Mohammad Asghar,5,0,0.3,5,0,5,0,54,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,BB McCullum,Mohammad Asghar,5,0,0.4,5,0,5,0,54,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,BB McCullum,Mohammad Asghar,5,0,0.5,5,0,5,0,54,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,BB McCullum,Mohammad Asghar,5,1,0.6,5,1,5,0,54,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,JJ Roy,Hasan Ali,9,1,1.1,9,1,9,0,50,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,JJ Roy,Hasan Ali,9,1,1.2,9,1,9,0,50,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,JJ Roy,Hasan Ali,9,2,1.3,9,2,9,0,50,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Umar Akmal,Hasan Ali,9,2,1.4,9,2,0,0,50,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Umar Akmal,Hasan Ali,9,2,1.5,9,2,0,0,50,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Umar Akmal,Hasan Ali,9,3,1.6,9,3,0,0,50,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Fakhar Zaman,Mohammad Hafeez,13,3,2.1,13,3,4,0,46,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Fakhar Zaman,Mohammad Hafeez,13,3,2.2,13,3,4,0,46,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Fakhar Zaman,Mohammad Hafeez,19,3,2.3,19,3,10,0,40,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Fakhar Zaman,Mohammad Hafeez,20,3,2.4,20,3,11,0,39,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,GD Elliott,Mohammad Hafeez,20,3,2.5,20,3,11,0,39,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,GD Elliott,Mohammad Hafeez,20,3,2.6,20,3,11,0,39,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Fakhar Zaman,Hasan Ali,24,3,3.1,24,3,15,0,35,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Fakhar Zaman,Hasan Ali,27,3,3.2,27,3,18,0,32,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,GD Elliott,Hasan Ali,27,4,3.3,27,4,18,0,32,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Mohammad Rizwan,Hasan Ali,27,4,3.4,27,4,18,0,32,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Mohammad Rizwan,Hasan Ali,27,4,3.5,27,4,18,0,32,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Mohammad Rizwan,Hasan Ali,27,4,3.6,27,4,18,0,32,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Fakhar Zaman,CJ Jordan,29,4,4.1,29,4,20,0,30,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Fakhar Zaman,CJ Jordan,29,4,4.2,29,4,20,0,30,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Fakhar Zaman,CJ Jordan,29,4,4.3,29,4,20,0,30,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Fakhar Zaman,CJ Jordan,33,4,4.4,33,4,24,0,26,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Fakhar Zaman,CJ Jordan,33,4,4.5,33,4,24,0,26,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Fakhar Zaman,CJ Jordan,35,4,4.6,35,4,26,0,24,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Mohammad Rizwan,Hasan Ali,35,4,5.1,35,4,26,0,24,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Mohammad Rizwan,Hasan Ali,35,4,5.2,31,4,26,0,24,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Mohammad Rizwan,Hasan Ali,39,4,5.3,34,4,26,4,20,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Mohammad Rizwan,Hasan Ali,44,4,5.3,39,4,26,8,15,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Mohammad Rizwan,Hasan Ali,46,4,5.4,41,4,26,10,13,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Mohammad Rizwan,Hasan Ali,46,4,5.5,41,3,26,10,13,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Mohammad Rizwan,Hasan Ali,47,4,5.6,38,3,26,11,12,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Mohammad Rizwan,Wahab Riaz,47,4,6.1,38,3,26,11,12,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Mohammad Rizwan,Wahab Riaz,47,5,6.2,38,3,26,11,12,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Fakhar Zaman,Wahab Riaz,48,5,6.3,39,3,27,0,11,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,SP Narine,Wahab Riaz,49,5,6.3,40,3,27,0,10,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,SP Narine,Wahab Riaz,50,5,6.4,41,2,27,1,9,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Fakhar Zaman,Wahab Riaz,51,5,6.5,38,2,28,1,8,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,SP Narine,Wahab Riaz,52,5,6.6,39,2,28,2,7,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,SP Narine,Mohammad Hafeez,52,6,7.1,33,3,28,2,7,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Sohail Tanvir,Mohammad Hafeez,52,6,7.2,32,3,28,0,7,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Sohail Tanvir,Mohammad Hafeez,52,6,7.3,32,3,28,0,7,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Sohail Tanvir,Mohammad Hafeez,52,6,7.4,32,3,28,0,7,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Sohail Tanvir,Mohammad Hafeez,53,6,7.5,29,3,28,1,6,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Fakhar Zaman,Mohammad Hafeez,53,6,7.6,26,3,28,1,6,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Sohail Tanvir,Wahab Riaz,53,6,8.1,26,2,28,1,6,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Sohail Tanvir,Wahab Riaz,53,6,8.2,26,2,28,1,6,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Sohail Tanvir,Wahab Riaz,53,6,8.3,26,2,28,1,6,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Sohail Tanvir,Wahab Riaz,53,6,8.4,26,2,28,1,6,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Sohail Tanvir,Wahab Riaz,53,7,8.5,24,3,28,1,6,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Fakhar Zaman,Wahab Riaz,57,7,8.6,28,3,32,0,2,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Bilawal Bhatti,Shahid Afridi,57,7,9.1,28,3,32,0,2,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Bilawal Bhatti,Shahid Afridi,58,7,9.2,25,3,32,1,1,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Fakhar Zaman,Shahid Afridi,58,7,9.3,25,3,32,1,1,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Fakhar Zaman,Shahid Afridi,59,7,9.4,24,3,33,1,0,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Bilawal Bhatti,Shahid Afridi,59,7,9.5,24,3,33,1,0,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Bilawal Bhatti,Shahid Afridi,59,8,9.6,24,4,33,1,0,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Fakhar Zaman,CJ Jordan,59,9,10.1,20,5,33,0,0,59
1388,12/02/2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Mohammad Irfan (4),CJ Jordan,59,10,10.2,15,6,0,0,0,59
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Asad Shafiq,Mohammad Irfan,1,0,0.1,1,0,1,0,147,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Ahmed Shehzad,Mohammad Irfan,5,0,0.2,5,0,4,1,143,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Ahmed Shehzad,Mohammad Irfan,5,0,0.3,5,0,4,1,143,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Ahmed Shehzad,Mohammad Irfan,7,0,0.4,7,0,6,1,141,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Ahmed Shehzad,Mohammad Irfan,9,0,0.5,9,0,8,1,139,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Ahmed Shehzad,Mohammad Irfan,10,0,0.6,10,0,9,1,138,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Ahmed Shehzad,Mohammad Sami,16,0,1.1,16,0,15,1,132,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Ahmed Shehzad,Mohammad Sami,17,0,1.2,17,0,16,1,131,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Asad Shafiq,Mohammad Sami,17,0,1.3,17,0,16,1,131,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Asad Shafiq,Mohammad Sami,17,0,1.4,17,0,16,1,131,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Asad Shafiq,Mohammad Sami,18,0,1.5,18,0,16,2,130,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Ahmed Shehzad,Mohammad Sami,18,0,1.6,18,0,16,2,130,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Asad Shafiq,Mohammad Irfan,18,0,2.1,18,0,16,2,130,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Asad Shafiq,Mohammad Irfan,18,0,2.2,18,0,16,2,130,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Asad Shafiq,Mohammad Irfan,19,0,2.3,19,0,16,3,129,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Ahmed Shehzad,Mohammad Irfan,23,0,2.4,23,0,20,3,125,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Ahmed Shehzad,Mohammad Irfan,23,0,2.5,23,0,20,3,125,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Ahmed Shehzad,Mohammad Irfan,27,0,2.6,27,0,24,3,121,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Asad Shafiq,Rumman Raees,28,0,3.1,28,0,24,4,120,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Ahmed Shehzad,Rumman Raees,28,0,3.2,28,0,24,4,120,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Ahmed Shehzad,Rumman Raees,29,0,3.3,29,0,25,4,119,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Asad Shafiq,Rumman Raees,30,0,3.4,30,0,25,5,118,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Ahmed Shehzad,Rumman Raees,31,0,3.5,31,0,26,5,117,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Asad Shafiq,Rumman Raees,35,0,3.6,35,0,26,9,113,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Ahmed Shehzad,Mohammad Sami,35,1,4.1,35,1,26,9,113,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,KP Pietersen,Mohammad Sami,35,2,4.2,35,2,9,0,113,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,RR Rossouw,Mohammad Sami,36,2,4.3,36,2,9,1,112,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Asad Shafiq,Mohammad Sami,36,2,4.4,36,2,9,1,112,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Asad Shafiq,Mohammad Sami,36,2,4.5,36,2,9,1,112,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Asad Shafiq,Mohammad Sami,37,2,4.6,37,2,10,1,111,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Asad Shafiq,Mohammad Irfan,41,2,5.1,40,2,14,1,107,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Asad Shafiq,Mohammad Irfan,41,2,5.2,36,2,14,1,107,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Asad Shafiq,Mohammad Irfan,43,2,5.3,38,2,16,1,105,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Asad Shafiq,Mohammad Irfan,43,2,5.4,36,2,16,1,105,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Asad Shafiq,Mohammad Irfan,44,2,5.5,35,2,17,1,104,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,RR Rossouw,Mohammad Irfan,44,2,5.6,34,2,17,1,104,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Asad Shafiq,Shadab Khan,45,2,6.1,29,2,18,1,103,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,RR Rossouw,Shadab Khan,46,2,6.2,29,2,18,2,102,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Asad Shafiq,Shadab Khan,47,2,6.3,30,2,19,2,101,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,RR Rossouw,Shadab Khan,47,2,6.4,30,2,19,2,101,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,RR Rossouw,Shadab Khan,48,2,6.5,30,2,19,3,100,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Asad Shafiq,Shadab Khan,49,2,6.6,31,2,20,3,99,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Asad Shafiq,SR Watson,51,2,7.1,33,2,22,3,97,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Asad Shafiq,SR Watson,52,2,7.2,34,2,23,3,96,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,RR Rossouw,SR Watson,53,2,7.3,34,2,23,4,95,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Asad Shafiq,SR Watson,57,2,7.4,34,2,27,4,91,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Asad Shafiq,SR Watson,58,2,7.5,35,2,28,4,90,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,RR Rossouw,SR Watson,58,2,7.6,31,2,28,4,90,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Asad Shafiq,Shadab Khan,59,2,8.1,31,2,29,4,89,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,RR Rossouw,Shadab Khan,60,2,8.2,32,2,29,5,88,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Asad Shafiq,Shadab Khan,61,2,8.3,32,2,30,5,87,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,RR Rossouw,Shadab Khan,61,2,8.4,31,2,30,5,87,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,RR Rossouw,Shadab Khan,62,2,8.5,31,2,30,6,86,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Asad Shafiq,Shadab Khan,63,2,8.6,28,2,31,6,85,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Asad Shafiq,SR Watson,64,2,9.1,29,1,32,6,84,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,RR Rossouw,SR Watson,65,2,9.2,30,0,32,7,83,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Asad Shafiq,SR Watson,66,2,9.3,30,0,33,7,82,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,RR Rossouw,SR Watson,66,2,9.4,30,0,33,7,82,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,RR Rossouw,SR Watson,66,3,9.5,30,1,33,7,82,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Sarfraz Ahmed,SR Watson,67,3,9.6,30,1,33,1,81,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Sarfraz Ahmed,Shadab Khan,67,3,10.1,26,1,33,1,81,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Sarfraz Ahmed,Shadab Khan,68,3,10.2,27,1,33,2,80,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Asad Shafiq,Shadab Khan,69,3,10.3,26,1,34,2,79,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Sarfraz Ahmed,Shadab Khan,70,3,10.4,27,1,34,3,78,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Asad Shafiq,Shadab Khan,71,3,10.5,27,1,35,3,77,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Sarfraz Ahmed,Shadab Khan,72,3,10.6,28,1,35,4,76,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Sarfraz Ahmed,Zohaib Khan,72,3,11.1,27,1,35,4,76,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Sarfraz Ahmed,Zohaib Khan,73,3,11.2,27,1,35,5,75,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Asad Shafiq,Zohaib Khan,74,3,11.3,27,1,36,5,74,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Sarfraz Ahmed,Zohaib Khan,80,3,11.4,33,1,36,11,68,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Sarfraz Ahmed,Zohaib Khan,81,3,11.5,33,1,36,12,67,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Asad Shafiq,Zohaib Khan,85,3,11.6,36,1,40,12,63,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Sarfraz Ahmed,Rumman Raees,85,3,12.1,34,1,40,12,63,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Sarfraz Ahmed,Rumman Raees,85,4,12.2,33,2,40,12,63,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Asad Shafiq,Rumman Raees,85,4,12.3,32,2,40,0,63,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Asad Shafiq,Rumman Raees,86,4,12.4,29,2,41,0,62,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Mahmudullah,Rumman Raees,87,4,12.5,29,2,41,1,61,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Asad Shafiq,Rumman Raees,87,4,12.6,29,2,41,1,61,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Mahmudullah,Shadab Khan,88,4,13.1,29,2,41,2,60,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Asad Shafiq,Shadab Khan,89,4,13.2,29,2,42,2,59,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Mahmudullah,Shadab Khan,90,4,13.3,29,2,42,3,58,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Asad Shafiq,Shadab Khan,91,4,13.4,30,2,43,3,57,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Mahmudullah,Shadab Khan,91,4,13.5,29,2,43,3,57,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Mahmudullah,Shadab Khan,91,4,13.6,28,2,43,3,57,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Asad Shafiq,Mohammad Irfan,92,4,14.1,28,2,44,3,56,148
1389,15/02/2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United,Mahmudullah,Mohammad Irfan,94,4,14.2,29,2,44,5,54,148
