mid,date,venue,bat_team,bowl_team,batsman,bowler,runs,wickets,overs,runs_last_5,wickets_last_5,striker,non-striker,score_difference,total
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Asad Shafiq,Sohail Tanvir,0,0,0.1,0,0,0,0,136,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Asad Shafiq,Sohail Tanvir,1,0,0.2,1,0,1,0,135,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Ahmed Shehzad,Sohail Tanvir,2,0,0.3,2,0,1,1,134,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Asad Shafiq,Sohail Tanvir,3,0,0.4,3,0,2,1,133,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Ahmed Shehzad,Sohail Tanvir,4,0,0.5,4,0,2,2,132,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Asad Shafiq,Sohail Tanvir,4,0,0.6,4,0,2,2,132,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Ahmed Shehzad,Mohammad Irfan (4),4,0,1.1,4,0,2,2,132,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Ahmed Shehzad,Mohammad Irfan (4),5,0,1.1,5,0,2,2,131,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Ahmed Shehzad,Mohammad Irfan (4),6,0,1.2,6,0,2,2,130,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Asad Shafiq,Mohammad Irfan (4),7,0,1.3,7,0,3,2,129,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Ahmed Shehzad,Mohammad Irfan (4),8,0,1.4,8,0,3,3,128,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Asad Shafiq,Mohammad Irfan (4),12,0,1.5,12,0,7,3,124,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Asad Shafiq,Mohammad Irfan (4),12,0,1.6,12,0,7,3,124,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Ahmed Shehzad,Sohail Tanvir,12,0,2.1,12,0,7,3,124,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Ahmed Shehzad,Sohail Tanvir,14,0,2.2,14,0,7,5,122,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Ahmed Shehzad,Sohail Tanvir,14,1,2.3,14,1,7,5,122,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,KP Pietersen,Sohail Tanvir,16,1,2.4,16,1,7,2,120,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,KP Pietersen,Sohail Tanvir,17,1,2.5,17,1,7,2,119,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Asad Shafiq,Sohail Tanvir,17,1,2.6,17,1,7,2,119,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,KP Pietersen,SP Narine,17,1,3.1,17,1,7,2,119,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,KP Pietersen,SP Narine,17,1,3.2,17,1,7,2,119,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,KP Pietersen,SP Narine,18,1,3.3,18,1,7,3,118,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Asad Shafiq,SP Narine,22,1,3.4,22,1,11,3,114,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Asad Shafiq,SP Narine,22,1,3.5,22,1,11,3,114,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Asad Shafiq,SP Narine,22,1,3.6,22,1,11,3,114,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,KP Pietersen,Mohammad Irfan (4),22,1,4.1,22,1,11,3,114,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,KP Pietersen,Mohammad Irfan (4),22,2,4.2,22,2,11,3,114,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,Mohammad Irfan (4),23,2,4.3,23,2,11,1,113,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Asad Shafiq,Mohammad Irfan (4),23,2,4.4,23,2,11,1,113,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Asad Shafiq,Mohammad Irfan (4),23,2,4.5,23,2,11,1,113,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Asad Shafiq,Mohammad Irfan (4),23,2,4.6,23,2,11,1,113,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,SP Narine,23,2,5.1,22,2,11,1,113,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,SP Narine,24,2,5.2,22,2,11,2,112,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Asad Shafiq,SP Narine,25,2,5.3,22,2,12,2,111,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,SP Narine,25,2,5.4,21,2,12,2,111,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,SP Narine,26,2,5.5,22,2,12,3,110,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Asad Shafiq,SP Narine,26,2,5.6,22,2,12,3,110,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,Bilawal Bhatti,27,2,6.1,22,2,12,4,109,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Asad Shafiq,Bilawal Bhatti,27,2,6.2,21,2,12,4,109,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Asad Shafiq,Bilawal Bhatti,31,2,6.3,24,2,16,4,105,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Asad Shafiq,Bilawal Bhatti,31,2,6.4,23,2,16,4,105,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Asad Shafiq,Bilawal Bhatti,32,2,6.5,20,2,17,4,104,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,Bilawal Bhatti,34,2,6.6,22,2,17,6,102,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Asad Shafiq,Yasir Shah,38,2,7.1,26,2,21,6,98,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Asad Shafiq,Yasir Shah,39,2,7.2,25,2,22,6,97,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,Yasir Shah,40,2,7.3,26,1,22,7,96,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Asad Shafiq,Yasir Shah,41,2,7.4,25,1,23,7,95,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,Yasir Shah,42,2,7.5,25,1,23,8,94,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Asad Shafiq,Yasir Shah,42,2,7.6,25,1,23,8,94,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,Bilawal Bhatti,43,2,8.1,26,1,23,9,93,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Asad Shafiq,Bilawal Bhatti,46,2,8.2,29,1,26,9,90,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,Bilawal Bhatti,46,2,8.3,28,1,26,9,90,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,Bilawal Bhatti,47,2,8.4,25,1,26,10,89,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Asad Shafiq,Bilawal Bhatti,48,2,8.4,26,1,26,10,88,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Asad Shafiq,Bilawal Bhatti,50,2,8.5,28,1,28,10,86,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Asad Shafiq,Bilawal Bhatti,51,2,8.6,29,1,29,10,85,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Asad Shafiq,SP Narine,51,3,9.1,29,1,29,10,85,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Sarfraz Ahmed,SP Narine,52,3,9.2,29,1,10,1,84,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,SP Narine,53,3,9.2,30,1,10,1,83,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,SP Narine,53,3,9.3,30,1,10,1,83,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,SP Narine,53,3,9.4,30,1,10,1,83,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,SP Narine,54,3,9.5,31,1,11,1,82,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Sarfraz Ahmed,SP Narine,54,4,9.6,30,2,11,1,82,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,Yasir Shah,55,4,10.1,30,2,12,0,81,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Mohammad Nawaz (3),Yasir Shah,55,4,10.2,30,2,12,0,81,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Mohammad Nawaz (3),Yasir Shah,56,4,10.3,30,2,12,1,80,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,Yasir Shah,56,4,10.4,30,2,12,1,80,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,Yasir Shah,56,4,10.5,29,2,12,1,80,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,Yasir Shah,56,4,10.6,29,2,12,1,80,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Mohammad Nawaz (3),GD Elliott,56,5,11.1,25,3,12,1,80,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,GD Elliott,56,5,11.2,25,3,12,0,80,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,GD Elliott,57,5,11.3,25,3,13,0,79,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,NLTC Perera,GD Elliott,58,5,11.4,24,3,13,1,78,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,GD Elliott,59,5,11.5,21,3,14,1,77,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,NLTC Perera,GD Elliott,60,5,11.6,21,3,14,2,76,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,NLTC Perera,SP Narine,61,5,12.1,21,3,14,3,75,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,SP Narine,62,5,12.2,21,3,15,3,74,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,NLTC Perera,SP Narine,62,5,12.3,20,3,15,3,74,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,NLTC Perera,SP Narine,63,5,12.4,21,3,15,4,73,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,SP Narine,64,5,12.5,21,3,16,4,72,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,NLTC Perera,SP Narine,65,5,12.6,19,3,16,5,71,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,NLTC Perera,GD Elliott,66,5,13.1,20,3,16,6,70,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,GD Elliott,72,5,13.2,25,3,22,6,64,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,GD Elliott,74,5,13.3,26,3,24,6,62,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,GD Elliott,75,5,13.4,25,3,25,6,61,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,NLTC Perera,GD Elliott,79,5,13.5,28,3,25,10,57,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,NLTC Perera,GD Elliott,80,5,13.6,29,2,25,11,56,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,NLTC Perera,Yasir Shah,81,5,14.1,29,2,25,12,55,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,Yasir Shah,82,5,14.2,29,2,26,12,54,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,NLTC Perera,Yasir Shah,83,5,14.2,30,2,26,12,53,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,NLTC Perera,Yasir Shah,83,6,14.3,30,3,26,12,53,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,Yasir Shah,84,6,14.4,30,3,27,0,52,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Hasan Khan,Yasir Shah,85,6,14.5,31,2,27,1,51,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,Yasir Shah,89,6,14.6,34,2,31,1,47,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Hasan Khan,Sohail Tanvir,90,6,15.1,35,2,31,2,46,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,Sohail Tanvir,91,6,15.2,35,2,32,2,45,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Hasan Khan,Sohail Tanvir,92,6,15.3,36,2,32,3,44,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,Sohail Tanvir,96,6,15.4,40,2,36,3,40,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,Sohail Tanvir,100,6,15.5,44,2,40,3,36,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,Sohail Tanvir,101,6,15.6,45,1,41,3,35,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,Yasir Shah,102,6,16.1,46,1,42,3,34,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Hasan Khan,Yasir Shah,103,6,16.2,46,1,42,4,33,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,Yasir Shah,104,6,16.3,46,1,43,4,32,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Hasan Khan,Yasir Shah,104,6,16.4,45,1,43,4,32,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Hasan Khan,Yasir Shah,110,6,16.5,50,1,43,10,26,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Hasan Khan,Yasir Shah,114,6,16.6,53,1,43,14,22,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,Mohammad Irfan (4),120,6,17.1,58,1,49,14,16,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,Mohammad Irfan (4),122,6,17.2,60,1,51,14,14,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,Mohammad Irfan (4),123,6,17.3,60,1,52,14,13,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Hasan Khan,Mohammad Irfan (4),124,6,17.4,60,1,52,15,12,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,Mohammad Irfan (4),125,6,17.5,60,1,53,15,11,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Hasan Khan,Mohammad Irfan (4),125,6,17.6,59,1,53,15,11,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,Sohail Tanvir,125,6,18.1,53,1,53,15,11,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,Sohail Tanvir,126,6,18.2,52,1,54,15,10,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Hasan Khan,Sohail Tanvir,127,6,18.3,52,1,54,16,9,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,Sohail Tanvir,128,6,18.4,49,1,55,16,8,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Hasan Khan,Sohail Tanvir,128,7,18.5,48,2,55,16,8,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,Sohail Tanvir,129,7,18.6,48,2,56,0,7,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,Mohammad Irfan (4),131,7,19.1,49,2,58,0,5,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,Mohammad Irfan (4),133,7,19.2,50,2,60,0,3,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,RR Rossouw,Mohammad Irfan (4),133,8,19.3,50,2,60,0,3,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Anwar Ali,Mohammad Irfan (4),135,8,19.4,51,2,2,0,1,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,Anwar Ali,Mohammad Irfan (4),136,8,19.5,51,2,3,0,0,136
1384,10/02/2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars,TS Mills,Mohammad Irfan (4),136,9,19.6,47,3,3,0,0,136
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,Shahzaib Hasan,Mohammad Hafeez,0,0,0.1,0,0,0,0,118,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,Shahzaib Hasan,Mohammad Hafeez,0,0,0.2,0,0,0,0,118,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,Shahzaib Hasan,Mohammad Hafeez,0,1,0.3,0,1,0,0,118,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,CH Gayle,Mohammad Hafeez,1,1,0.4,1,1,1,0,117,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,Babar Azam,Mohammad Hafeez,1,1,0.5,1,1,1,0,117,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,Babar Azam,Mohammad Hafeez,2,1,0.6,2,1,1,1,116,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,Babar Azam,Hasan Ali,2,1,1.1,2,1,1,1,116,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,Babar Azam,Hasan Ali,2,1,1.2,2,1,1,1,116,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,Babar Azam,Hasan Ali,2,2,1.3,2,2,1,1,116,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,KC Sangakkara,Hasan Ali,4,2,1.4,4,2,2,1,114,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,KC Sangakkara,Hasan Ali,6,2,1.5,6,2,4,1,112,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,KC Sangakkara,Hasan Ali,6,2,1.6,6,2,4,1,112,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,CH Gayle,Mohammad Hafeez,6,2,2.1,6,2,4,1,112,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,CH Gayle,Mohammad Hafeez,6,2,2.2,6,2,4,1,112,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,CH Gayle,Mohammad Hafeez,7,2,2.3,7,2,4,2,111,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,KC Sangakkara,Mohammad Hafeez,7,2,2.4,7,2,4,2,111,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,KC Sangakkara,Mohammad Hafeez,8,2,2.5,8,2,5,2,110,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,CH Gayle,Mohammad Hafeez,8,2,2.6,8,2,5,2,110,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,KC Sangakkara,CJ Jordan,8,3,3.1,8,3,5,2,110,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,Shoaib Malik,CJ Jordan,8,3,3.2,8,3,2,0,110,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,Shoaib Malik,CJ Jordan,8,3,3.3,8,3,2,0,110,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,Shoaib Malik,CJ Jordan,12,3,3.4,12,3,4,2,106,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,Shoaib Malik,CJ Jordan,12,3,3.5,12,3,4,2,106,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,Shoaib Malik,CJ Jordan,12,3,3.6,12,3,4,2,106,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,CH Gayle,Mohammad Hafeez,12,3,4.1,12,3,4,2,106,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,CH Gayle,Mohammad Hafeez,12,3,4.2,12,3,4,2,106,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,CH Gayle,Mohammad Hafeez,12,3,4.3,12,3,4,2,106,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,CH Gayle,Mohammad Hafeez,12,4,4.4,12,4,4,2,106,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,RS Bopara,Mohammad Hafeez,14,4,4.5,14,4,4,2,104,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,RS Bopara,Mohammad Hafeez,15,4,4.6,15,4,4,3,103,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,RS Bopara,Hasan Ali,17,4,5.1,17,4,5,4,101,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,RS Bopara,Hasan Ali,21,4,5.2,21,4,9,4,97,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,RS Bopara,Hasan Ali,25,4,5.3,25,3,13,4,93,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,RS Bopara,Hasan Ali,26,4,5.4,25,3,14,4,92,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,Shoaib Malik,Hasan Ali,27,4,5.5,26,3,14,5,91,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,RS Bopara,Hasan Ali,28,4,5.6,26,3,15,5,90,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,RS Bopara,Shahid Afridi,29,4,6.1,27,3,16,5,89,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,Shoaib Malik,Shahid Afridi,30,4,6.2,28,3,16,6,88,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,RS Bopara,Shahid Afridi,31,4,6.3,29,2,17,6,87,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,Shoaib Malik,Shahid Afridi,31,4,6.4,27,2,17,6,87,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,Shoaib Malik,Shahid Afridi,31,4,6.5,25,2,17,6,87,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,Shoaib Malik,Shahid Afridi,32,4,6.6,26,2,17,7,86,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,Shoaib Malik,Wahab Riaz,33,4,7.1,27,2,17,8,85,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,RS Bopara,Wahab Riaz,33,4,7.2,27,2,17,8,85,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,RS Bopara,Wahab Riaz,33,4,7.3,26,2,17,8,85,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,RS Bopara,Wahab Riaz,33,4,7.4,26,2,17,8,85,118
1385,10/02/2017,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,RS Bopara,Wahab Riaz,33,4,7.5,25,2,17,8,85,118
